IDs,company_short,company_short_refs,n
20031007-0275,requesting an extension on the comment time period on the Smith Mountain Lake Shoreline Management Plan,requesting an extension on the comment time period on the Smith Mountain Lake Shoreline Management Plan,1
20030929-0018,Concerns with flooding on the Clam River re Northwestern Wisconsin Electric Co,Concerns with flooding on the Clam River re Northwestern Wisconsin Electric Co,1
20030917-0019,protection of the critical energy generation assets Remedying Undue Discrimination through Open Access Transmission,protection of the critical energy generation assets Remedying Undue Discrimination through Open Access Transmission,1
20030916-0234,letter concerning the hydropower relicensing process,letter concerning the hydropower relicensing process,1
20030916-0223,concerning the Management Plan for SmShoreline ith Mountain Lake,concerning the Management Plan for SmShoreline ith Mountain Lake,1
20030905-0159,investigation into the unprecedented 8/14/03,"investigation into the unprecedented 8/14/03, electricity blackout in the Northeast United States.",1
20030905-0121,concerning the AEP Shoreline Management proposal for the Smith Mountain,concerning the AEP Shoreline Management proposal for the Smith Mountain,1
20030903-0370,expressing concerns with filing fees charged to a regulated monopoly and to a small business enterprise,expressing concerns with filing fees charged to a regulated monopoly and to a small business enterprise,1
20030903-0369,the electricity blackout in August,"the electricity blackout in August, 2003 in Michigan",1
20030903-0367,concerning the most recent power outage in New York for FERC's review and response,concerning the most recent power outage in New York for FERC's review and response,1
20030903-0356,approval of the Transcontinental,approval of the Transcontinental Gas Pipeline Corp's application to construct the Trenton-Woodbury Expansion Loop,1
20030822-0338,concerns with FERC placing a halt on the sale of fringe land etc under,concerns with FERC placing a halt on the sale of fringe land etc under,1
20030822-0325,commenting on the AEP Shoreline Management Plan,commenting on the AEP Shoreline Management Plan,1
20030822-0156,monitor the electricity,"monitor the electricity, natural gas & gasoline markets in order to identify any irregularities that may occur in the wake of 8/14/03 electric power blackouts",1
20030516-0037,Power,Power Project,1
20030507-0272,ANR-EI Paso West Log,ANR-EI Paso West Log Project,1
20030423-0157,Danbury hydroelectric,Danbury hydroelectric Project,1
20030418-0061,Carry both natural gas produced from coalbeds in Montana and Wyoming and con~ntional natural gas production from other Rocky Mountain producers. The Grasslands,"Carry both natural gas produced from coalbeds in Montana and Wyoming and con~ntional natural gas production from other Rocky Mountain producers. The Grasslands Pipeline is designed to be bi-directional, so gas can move either direction within the pipeline.",1
20030407-0256,Grenbier,Grenbier Pipeline Project,1
20030321-0215,Lake Murray,Lake Murray Project,1
20030220-0076,Holcombe,Holcombe Project,1
20021230-0232,Holcombe Hydro,Holcombe Hydro Project,1
20021230-0197,Federal Power Act,Federal Power Act,1
20021230-0157,Brookfieldpressor Station,Brookfield Compressor Station,1
20021206-0202,Proposed pipeline failure to operate at or near MAOP,Proposed pipeline failure to operate at or near MAOP,1
20021206-0128,The Patriot Natural Gasline,The Patriot Natural Gasline Project,1
20021206-0126,Proposed interstate pipeline,Proposed interstate pipeline,1
20021126-0236,Saluda Hydro,Saluda Hydro Project #516,1
20021115-0364,Standard Market rate design,Standard Market rate design,1
20021028-0167,Cataract,Cataract Project # 2528,1
20021018-0249,Pending application on increase of  LNG vessels sailing in Calcasieu River Ship Channel,Pending application on increase of  LNG vessels sailing in Calcasieu River Ship Channel,1
20021018-0212,Standard Market Design,Standard Market Design,1
20021008-0149,Wisoconsin,Wisoconsin Project #9974,1
20021008-0088,Gaspressor Station #27,Gas Compressor Station #27,1
20021008-0087,Draft Environmental Impact Statement,Draft Environmental Impact Statement,1
20021001-0058,FERC's proposed plan that deals with purchase/sale of energy across nation,FERC's proposed plan that deals with purchase/sale of energy across nation,1
20020930-0282,Upper Dam Wisconsin,Upper Dam Wisconsin Project #9974,1
20020923-0198,St. Lawrence Facility Cement,St. Lawrence Facility Cement,1
20020923-0167,Duke's energy gas transmission plant and line above Foster Falls,Duke's energy gas transmission plant and line above Foster Falls,1
20020923-0131,Florida Gas Transmissionpressor Station #27,Florida Gas Transmission Compressor Station #27,1
20020815-0660,Williams proposed pipeline construction,Williams Co. proposed pipeline construction,1
20020815-0654,Pipeline construction on Cedar Lane,Pipeline construction on Cedar Lane,1
20020815-0571,Kamargo Canal/power project,Kamargo Canal/power project,1
20020813-0049,Project No. 2496 for the Leaburg-Walterville Hydroelectric,Project No. 2496 for the Leaburg-Walterville Hydroelectric Project,1
20020621-0395,Arrowhead-Weston Transmission Line,Arrowhead-Weston Transmission Line,1
20020621-0261,Relicensing of Box Canyon Dam Proj. No 2042,Relicensing of Box Canyon Dam Proj. No 2042,1
20020617-0413,Alliance PIpeline,Alliance PIpeline Project,1
20020604-0437,Hugo Sitepressor Station,Hugo Site Compressor Station,1
20020524-0538,Florida Gas Transmissionpression Station 27,Florida Gas Transmission Compression Station 27,1
20020521-0282,Aziscohos Hydroelectric Facility,Aziscohos Hydroelectric Facility,1
20020521-0019,Comm. William Massey,Comm. William Massey,1
20020403-0704,River Mountain Pumped Storage Hydroelectric,River Mountain Pumped Storage Hydroelectric Project No. 10455,1
20020403-0663,Brookfield Expansion,Brookfield Expansion Project,1
20020215-0489,Fort Halifax Dam,Fort Halifax Dam,1
20020214-0512,Kamargo/Canal Power,Kamargo/Canal Power Project,1
20020205-0552,Federal Hydro Program,Federal Hydro Program,1
20020129-0195,Mandate large regional transmission organizations,Mandate large regional transmission organizations,1
20020102-0100,Duke Patriot,Duke Patriot Pipeline,1
20011217-0221,Rate-funded,Rate-funded,1
20011129-0057,Rockies Expansion,Rockies Expansion Project,1
20011107-0341,Cove Point Facility,Cove Point Facility,1
20011025-0442,Corridorstruction,Corridor Construction Project,1
20011019-0304,Northeastern Regional Transmission Organization,Northeastern Regional Transmission Organization,1
20011019-0105,Taconic Off-set route,Taconic Off-set route,1
20011019-0102,Interstate natural gas pipeline into Florida /struction ofpressor Station #31,Interstate natural gas pipeline into Florida / Construction of Compressor Station #31,1
20011002-0352,Patriot Extension Natural,Patriot Extension Natural Gas Pipeline,1
20010928-0102,Lac Vieux Desert Dam,Lac Vieux Desert Dam,1
20010917-0275,FGT Phase V Expansion,FGT Phase V Expansion Project,1
20010917-0269,CIG Valley Line Expansion,CIG Valley Line Expansion Project,1
20010917-0156,Willwood Dam,Willwood Dam,1
20010830-0763,Amoco,Amoco Pipeline Project,1
20010830-0761,Gaspressor station,Gas Compressor station,1
20010806-0485,Gaspressor station No. 31,Gas Compressor station No. 31,1
20010806-0446,Phase II Expansion,Phase II Expansion Project,1
20010709-0386,AES Granite Ridge,AES Granite Ridge,1
20010329-0058,World War II,World War II Project,1
20001229-0058,Cross-Bay,Cross-Bay Pipeline Project,1
20001228-0432,Flagstaff Lake,Flagstaff Lake Project,1
20001024-0269,Power Plant,Power Plant Project,1
20000828-0123,St. Laurence,St. Laurence -FDR Power Project,1
20000828-0067,Indepence,Indepence Pipeline Project,1
20000828-0062,Independence Natural,"Independence Natural Gas Pipeline Project,",1
20000828-0054,Cinergy-Wabash River,Cinergy-Wabash River Project,1
20000803-0418,St.Lawrence/F.D.R Power,St.Lawrence/F.D.R Power Project,1
20000803-0324,Market Link project,Market Link project,1
20000609-0029,Acadia power project,Acadia power project,1
20000331-0104,VLP,VLP Project,1
