first_name,last_name,LetterID,ID,agency,DATE,FROM,bioname,SUBJECT,TYPE,NOTES,ERROR
NA,NA,NA,670,DOJ_CIV,2020-04-29,MARY LANDRIEU,,VICTIM OF CRIME COMMITTED BY (b) (6) (b) (6) (US ATTORNEY S OFFICE PROSECUTED THE CASE),1,NA,NA
Steven,PALAZZO,NA,674,DOJ_CIV,2020-04-29,STEVEN M. PALAZZO,"PALAZZO, Steven",LAWSUIT AGAINST FORREST COUNTY MS,NA,NA,NA
Ami,BERA,NA,668,DOJ_CIV,2020-04-30,AMI BERA/20 OTHERS,"BERA, Ami",NEVADA SHIPPING MENTAL HEALTH PATIENTS OUT OF STATE,NA,NA,NA
Patrick,TOOMEY,NA,411,DOJ_CIV,2020-05-01,PATRICK TOOMEY,"TOOMEY, Patrick Joseph",CONST ALLEGE IP THEFT,NA,NA,NA
Cathy,McMORRIS RODGERS,NA,541,DOJ_CIV,2020-05-01,CATHY MCMORRIS RODGERS,"McMORRIS RODGERS, Cathy",RECA,NA,NA,NA
NA,NA,NA,545,DOJ_CIV,2020-05-01,JOHN KERRY,,RECA,NA,NA,NA
NA,NA,NA,548,DOJ_CIV,2020-05-01,ALLEN WEST,,FRANCH SE FRAUD,NA,NA,NA
Kirsten,GILLIBRAND,NA,680,DOJ_CIV,2020-05-01,KIRSTEN GILLIBRAND,"GILLIBRAND, Kirsten",9/11 VICTIMS COMPENSATION FUND,NA,NA,NA
NA,NA,NA,807,DOJ_CIV,2020-05-01,XAVIER BECERRA,,(b) (6) IMPLEMENTATION AT SOCIAL SECURITY ADMINISTRATION,1,NA,NA
Deborah,STABENOW,NA,903,DOJ_CIV,2020-05-01,DEBBIE STABENOW,"STABENOW, Deborah Ann",RECA,NA,NA,NA
Lindsey,GRAHAM,NA,996,DOJ_CIV,2020-05-01,LINDSEY O. GRAHAM,"GRAHAM, Lindsey O.",(FAX REC'D FROM OLA) LTR ON BEHALF OF (b) ( (b) (6) REQUESTING INFORMATION REGARDING RECA SHE FILED ON BEHALF OF HER HUSBAND.,1,NA,NA
NA,NA,NA,997,DOJ_CIV,2020-05-01,SCOTT GARRETT,,(FAX REC'D FROM OLA) LTR ON BEHALF OF (b) (6) ADVISING THAT HIS COMPANY MILK STREET DISTILLERY APPLIED FOR A DISTILLED SPIRITS PERMIT ON 10/25/2015 AND REQUESTING STATUS.,1,NA,NA
NA,NA,NA,1102,DOJ_CIV,2020-05-01,KIRSTEN KILLIBRAND,,CONSUMER COMPLAINT,NA,NA,NA
Patrick,TOOMEY,NA,294,DOJ_CIV,2020-05-02,PATRICK TOOMEY,"TOOMEY, Patrick Joseph",REMEDIES FOR PPL VICTMS OF PONZI,NA,NA,NA
Gerald,CONNOLLY,NA,402,DOJ_CIV,2020-05-02,GERALD CONNOLLY,"CONNOLLY, Gerald E. (Gerry)",ASK DOJ NOT REHEAR CA WILDERNESS V DOE,NA,NA,NA
NA,NA,NA,414,DOJ_CIV,2020-05-02,LAMAR SMITH,,DOJ SETTLMNT TALKS W/ MORTGAGE SERVICERS,NA,NA,NA
NA,NA,NA,550,DOJ_CIV,2020-05-02,JOE WALSH,,SETTLEMENT FROM WHISTLEBLOWER CASE,NA,NA,NA
Patrick,TOOMEY,NA,683,DOJ_CIV,2020-05-02,PAT TOOMEY,"TOOMEY, Patrick Joseph",COMPLAINT AGAINST CAR DEALER,NA,NA,NA
NA,NA,NA,687,DOJ_CIV,2020-05-02,MARLIN A. STUTZMAN BACHMANN NUNNELEE PITTS WALORSKI HUIZENGA WEBSTER SCALISE ROE MESSER LAMALFA,,"REQUEST FOR DOJ TO GRANT ASYLUM FOR
 (b) (6) FAMILY",1,NA,NA
Cedric,RICHMOND,NA,1007,DOJ_CIV,2020-05-02,CEDRIC RICHMOND,"RICHMOND, Cedric",EXPRESSING CONCERNS REGARDING THE ORLEANS PARISH SHERIFF S OFFICE CONSENT DECREE LITIGATION.,NA,NA,NA
Carolyn,MALONEY,NA,368,DOJ_CIV,2020-05-03,CAROLYN MALONEY,"MALONEY, Carolyn Bosher",RECOMMENDING(b) (6) FOR THE POSITION OF THE SPECIAL MASTER OF THE SEPT 11TH VICTIM COMP FUND (VCF). LTR ALSO SIGNED BY MC S NADLER & KING.,1,NA,NA
NA,NA,NA,412,DOJ_CIV,2020-05-03,JIM WEBB,,REQ INVEST OF VA - ALLEGES CORRUPTION,5,NA,NA
Robert,ADERHOLT,NA,1100,DOJ_CIV,2020-05-03,ROBERT B. ADERHOLT,"ADERHOLT, Robert",GCCF CLAIM,1,NA,NA
NA,NA,NA,401,DOJ_CIV,2020-05-05,CLIFF STEARNS,,QUI TAM CASE CONST REQ CRM NVEST,5,NA,NA
Charles,GRASSLEY,NA,805,DOJ_CIV,2020-05-05,CHARLES E. GRASSLEY,"GRASSLEY, Charles Ernest",RECA,NA,NA,NA
Theodore,DEUTCH,NA,808,DOJ_CIV,2020-05-05,TED DEUTCH,"DEUTCH, Theodore E. (Ted)",D SPUTE W TH HOMEOWNERS ASSOCIATION,NA,NA,NA
Edward,MARKEY,NA,863,DOJ_CIV,2020-05-05,RICHARD ELIZABETH RICHARD JACK EDWARD CHRISTOPHER AL DURBIN WARREN BLUMENTHAL REED MARKEY MURPHY FRANKEN,"MARKEY, Edward John",URGING DOJ TO NVESTIGATE THE MISCONDUCT OF CORINTHIAN COLLEGES INC,NA,NA,NA
Kirsten,GILLIBRAND,NA,1129,DOJ_CIV,2020-05-05,KIRSTEN GILLIBRAND,"GILLIBRAND, Kirsten",SEPTEMBER 11TH VICTIMS COMPENSATION FUND (VCF),NA,NA,NA
NA,NA,NA,175,DOJ_CIV,2020-05-06,THAD COCHRAN,,ROXCO  LTD V U.S.,"NA","NA",NA
John,YARMUTH,NA,176,DOJ_CIV,2020-05-06,JOHN YARMUTH,"YARMUTH, John",(b) (6)    V REPUBLIC OF IRAN,1,"NA",NA
NA,NA,NA,410,DOJ_CIV,2020-05-06,KELLY AYOTTE,,REPT ATTORNEY CONDUCT,NA,NA,NA
Eric,SWALWELL,NA,675,DOJ_CIV,2020-05-06,ERIC SWALWELL,"SWALWELL, Eric",RECA,NA,NA,NA
NA,NA,NA,806,DOJ_CIV,2020-05-06,L NDSEY GRAHAM,,TUOMEY HEALTHCARE CASE,NA,NA,NA
Susan,DAVIS,NA,177,DOJ_CIV,2020-05-07,SUSAN A. DAVIS,"DAVIS, Susan A.",HARASSMENT/SURVEILLANCE BY ORGANIZATIONS,"NA","NA",NA
Kirsten,GILLIBRAND,NA,331,DOJ_CIV,2020-05-07,KIRSTEN E. GILLIBRAND,"GILLIBRAND, Kirsten",9/11 VCF,NA,NA,NA
Suzan,DelBENE,NA,866,DOJ_CIV,2020-05-07,SUZAN DELBENE,"DelBENE, Suzan K.",(b) (6) REQ DOJ TO PROSECUTE VIOLATIONS OF THE FALSE CLAIM ACT BY BAXTER HEALTHCARE,1,NA,NA
Addison,McCONNELL,NA,178,DOJ_CIV,2020-05-08,MITCH MCCONNELL,"McCONNELL, Addison Mitchell (Mitch)",PROBATE DOCUMENT CERT/FOREIGN BANK,"NA","NA",NA
NA,NA,NA,1156,DOJ_CIV,2020-05-08,JOHN MCCAIN,,"CONCERNED W/ ADMIN REQ THAT A COURT
 ALLOW USAF TO BUY RUSSIAN STATE OWNED ROCKET ENGINES",5,NA,NA
NA,NA,NA,180,DOJ_CIV,2020-05-09,JOE SESTAK,,DETAINED IN JAIL/CIVIL CONTEMPT CHARGES,"NA","NA",NA
NA,NA,NA,407,DOJ_CIV,2020-05-09,HENRY WAXMAN,,STATUS OF QUI TAM CASE,NA,NA,NA
NA,NA,NA,678,DOJ_CIV,2020-05-09,HARRY REID,,RECA,NA,NA,NA
NA,NA,NA,815,DOJ_CIV,2020-05-09,HENRY WAXMAN,,NATIONAL MORTGAGE SETTLEMENT SETTLEMENT WITH JPMORGAN CHASE,NA,NA,NA
Dianne,FEINSTEIN,NA,816,DOJ_CIV,2020-05-09,DIANNE FEINSTEIN,"FEINSTEIN, Dianne",TORT CLAIM AGAINST DOJ,1,NA,NA
Charles,GRASSLEY,NA,999,DOJ_CIV,2020-05-09,CHARLES E. GRASSLEY,"GRASSLEY, Charles Ernest",(REC D FROM OLA VIA EMAIL) LTR FROM CHMN GRASSLEY JUDICIARY COMTE EXPRESSING CONCERNS REGARDING ELDER FINANCIAL EXPLOITATION WHICH HAS BEEN CALLED THE CRIME OF THE 21ST CENTURY. ADVISING THAT STUDIES INDICATE THE MOST WIDESPREAD FORM OF ELDER ABUSE COSTING SENIORS IN THE U S. AN ESTIMATED $2.9 BILLION OR MORE ANNUALLY.,NA,NA,NA
Emanuel,CLEAVER,NA,295,DOJ_CIV,2020-05-10,EMANUEL CLEAVER,"CLEAVER, Emanuel, II",DIFFICULTY OBTAINING $ DAMAGES,NA,NA,NA
Vernon,BUCHANAN,NA,1000,DOJ_CIV,2020-05-10,VERN BUCHANAN,"BUCHANAN, Vernon G.",STATUS OF AN INDIVIDUAL ECONOMIC LOSS CLAIM FILED BY CONSTITUENT'S HUSBAND (NOW DECEASED) HANDLED THROUGH W J.T. GROUP INC.,1,NA,NA
Vernon,BUCHANAN,NA,1001,DOJ_CIV,2020-05-10,VERN BUCHANAN,"BUCHANAN, Vernon G.",REQUESTING ASSISTANCE REGARDING THE STATUS OF ECONOMIC DAMAGE CLA M FOR COMPENSATION THROUGH THE BP DEEP HORIZON PROGRAM,1,NA,NA
NA,NA,NA,1103,DOJ_CIV,2020-05-10,JOHN FORBES KERRY/16 OTHERS,,GAY FAMILIES ONE SPOUSE NOT CITIZEN,NA,NA,NA
NA,NA,NA,16,DOJ_CIV,2020-05-11,MALIK BENIN,,W/ BILL,NA,NA,NA
Emanuel,CLEAVER,NA,347,DOJ_CIV,2020-05-11,EMANUEL CLEAVER,"CLEAVER, Emanuel, II",ALLEG NG ARMY IS RESPONSIBLE FOR HIS INJURIES (KNEE JOINT ISSUES),NA,NA,NA
NA,NA,NA,881,DOJ_CIV,2020-05-11,DAVID VITTER,,PIGFORD COMPENSATION - PROBLEMS WITH CLAIM BLACK FARMERS DISCRIMINATION CASE REQ ASSISTANCE,1,NA,NA
Bill,POSEY,NA,884,DOJ_CIV,2020-05-11,BILL POSEY,"POSEY, Bill",LTR ON BEHALF OF(b) (6) ALLEGING THAT SUN TRUST MORTGAGE ISN'T COMPLYING W THE JUDGE S RULING,1,NA,NA
NA,NA,NA,1008,DOJ_CIV,2020-05-11,ORRIN G. HATCH,,EXPRESSING CONCERNS REGARDING ALLEGATIONS OF POTENTIAL PROSECUTORIAL MISCONDUCT IN CONNECTION WITH THE PROSECUTION OF(b) (6),1,NA,NA
NA,NA,NA,821,DOJ_CIV,2020-05-12,JOE TONY JIM HENRY FILEMON GARCIA CARDENAS COSTA CUELLAR VELA,,OPERATION CHOKE POINT,NA,NA,NA
Kirsten,GILLIBRAND,NA,1127,DOJ_CIV,2020-05-12,KIRSTEN GILLIBRAND,"GILLIBRAND, Kirsten",SEPTEMBER 11TH VICTIMS COMPENSATION FUND (VCF),NA,NA,NA
Ronald,WYDEN,NA,809,DOJ_CIV,2020-05-13,RON WYDEN,"WYDEN, Ronald Lee",RECA,NA,NA,NA
NA,NA,NA,819,DOJ_CIV,2020-05-13,HARRY REID,,OPERATION CHOKE POINT,NA,NA,NA
Robert,PORTMAN,NA,1002,DOJ_CIV,2020-05-13,ROB PORTMAN,"PORTMAN, Robert Jones (Rob)","LTR FROM CHMN PORTMAN AND RMM MCCASKILL PERMANENT SUBCOMTE ON INVESTIGATIONS ADVISING THAT THE SUBCOMTE
 IS REV EWING THE PRACTICES OF DOJ RELATED TO SETTLEMENT AGREEMENTS UNDER WHICH DOJ MAY UNILATERALLY ASSESS FINES OR PENALTIES WITHOUT JUDICAL REVIEW.",NA,NA,NA
NA,NA,NA,329,DOJ_CIV,2020-05-15,STEVE ISRAEL,,SEPTEMBER 11TH VCF,NA,NA,NA
Adam,SCHIFF,NA,811,DOJ_CIV,2020-05-15,ADAM B. SCHIFF,"SCHIFF, Adam",(b) (6) IMPLEMENTATION AT SSA,1,NA,NA
Sheldon,WHITEHOUSE,NA,865,DOJ_CIV,2020-05-15,SHELDON WHITEHOUSE,"WHITEHOUSE, Sheldon",COPY OF HIS REMARKS GIVEN ON THE SENATE FLOOR COMPARING CLIMATE DENYING FOSSIL FUEL INDUSTRY S TACTICS,NA,NA,NA
NA,NA,NA,911,DOJ_CIV,2020-05-15,BILL NELSON,,REQUESTING AN INVESTIGATION INTO A CREDIT CARD SCAM,1,NA,NA
NA,NA,NA,679,DOJ_CIV,2020-05-16,HARRY RE D,,SETTLEMENT WITH LENDER PROCESSING SERVICES (LPS),NA,NA,NA
Kenny,MARCHANT,NA,820,DOJ_CIV,2020-05-16,KENNY MARCHANT,"MARCHANT, Kenny",OPERATION CHOKE POINT,NA,NA,NA
Richard,BURR,NA,330,DOJ_CIV,2020-05-17,RICHARD BURR,"BURR, Richard M.",ASSISTANCE WITH LAWSUIT AGAINST (b) (6),1,NA,NA
NA,NA,NA,673,DOJ_CIV,2020-05-17,RON BARBER,,RECA,NA,NA,NA
Robert,CASEY,NA,413,DOJ_CIV,2020-05-18,ROBERT CASEY,"CASEY, Robert (Bob), Jr.",ALLEGES IP THEFT - AMAZON ET AL,NA,NA,NA
NA,NA,NA,910,DOJ_CIV,2020-05-18,BARBAA COMSTOCK,,LTR ON BEHALF OF(b) (6) RE AN INVESTIGATION CASE BROUGHT AGA NST ENZO BIOCHEM,1,NA,NA
John,KATKO,NA,1006,DOJ_CIV,2020-05-18,JOHN KATKO,"KATKO, John",CONSTITUENTS 911 VCF CLAIM,1,NA,NA
NA,NA,NA,2015,DOD_OSDJS,2020-05-19," BISHOP, T",,CONCERNS OF FITNESS FOR DEPLOYMENT BY SER\1CE ME ffiER NEEDING,1,NA,NA
NA,NA,NA,17,DOJ_CIV,2020-05-19,JAMES/MARK WEBB/WARNER,,CONCERN - ATR SUIT V. TYSON'S NC.,NA,NA,NA
NA,NA,NA,18,DOJ_CIV,2020-05-19,BOB GOODLATTE,,CONCERN - ATR SUIT V TYSON'S INC,NA,NA,NA
NA,NA,NA,126,DOJ_CIV,2020-05-19,RICHARD LUGAR,,CONSTITUENT QUESTIONS,"NA","NA",NA
NA,NA,NA,283,DOJ_CIV,2020-05-19,PAT MEEHAN,,ASST RECIEVE $ FROM FLSA SUIT,NA,NA,NA
Matt,CARTWRIGHT,NA,813,DOJ_CIV,2020-05-19,MATT CARTWRIGHT,"CARTWRIGHT, Matt",SEPTEMBER 11TH VICTIMS COMPENSATION (VCF),NA,NA,NA
Robert,CASEY,NA,897,DOJ_CIV,2020-05-19,ROBERT CASEY JR,"CASEY, Robert (Bob), Jr.",LTR ON BEHALF OF(b) (6) REQ ASSISTANCE W USERRA GUIDELINES,1,NA,NA
Charles,GRASSLEY,NA,898,DOJ_CIV,2020-05-19,CHARLES GRASSLEY,"GRASSLEY, Charles Ernest",LTR FROM CHMN GRASSLEY RE INCREASING NUMBER OF LAWSUITS AGAINST INSURANCE COMPANIES ALLEGEDLY,NA,NA,NA
NA,NA,NA,899,DOJ_CIV,2020-05-19,ORRIN MARTIN HATCH HEINRICH,,LTR CONGRATULATIONG THE AG ON HER APPOINTMENT EXSPRESSING CONCERS RE THE ENFORCEMENT OF DIETARY,NA,NA,NA
Charles,GRASSLEY,NA,1003,DOJ_CIV,2020-05-19,CHARLES E. GRASSLEY,"GRASSLEY, Charles Ernest",LTR FROM CHMN GRASSLEY AND MC LEE JUDICIARY COMTE EXPRESSING CONCERNS ABOUT THE DEPARTMENT'S HANDLING OF ALLEGATIONS OF MISCONDUCT BY FEDERAL PROSECUTORS.,NA,NA,NA
Christopher,MURPHY,NA,124,DOJ_CIV,2020-05-20,CHRISTOPHER S. MURPHY,"MURPHY, Christopher",RECOMMENDATION FOR DATA MGMT. INC.,"NA","NA",NA
NA,NA,NA,125,DOJ_CIV,2020-05-20,HARRY TEAGUE,,RADIATION COMPENSATION,1,"NA",NA
NA,NA,NA,348,DOJ_CIV,2020-05-20,BARBARA MIKULSKI,,"ALLEGED VIOLATION OF FALSE CLAIMS ACT BY
 HALLIBURTON/KBR",1,NA,NA
NA,NA,NA,430,DOJ_CIV,2020-05-20,BETTY SUTTON,,REQUESTIONG UPDATE ON CRT INVESTIGATION,1,NA,NA
NA,NA,NA,822,DOJ_CIV,2020-05-20,JOHN BOEHNER,,"SEPTEMBER 11TH VICTIMS COMPENSATION FUND
 (VCF)",NA,NA,NA
David,PRICE,NA,672,DOJ_CIV,2020-05-21,DAVID E. PRICE,"PRICE, David Eugene",RECA,NA,NA,NA
NA,NA,NA,814,DOJ_CIV,2020-05-21,T M SCOTT,,K-CON BUILDING SYSTEMS V. UNITED STATES,NA,NA,NA
John,CORNYN,NA,817,DOJ_CIV,2020-05-21,JOHN CORNYN,"CORNYN, John",RECA,NA,NA,NA
NA,NA,NA,906,DOJ_CIV,2020-05-21,JOE DONNELLY,,RECA,NA,NA,NA
Steve,CHABOT,NA,1099,DOJ_CIV,2020-05-21,STEVE CHABOT,"CHABOT, Steve",RECA,NA,NA,NA
Richard,BURR,NA,123,DOJ_CIV,2020-05-22,RICHARD BURR,"BURR, Richard M.",BOP EMPLOYMENT DISABILITY DISCRIMINATION,"NA","NA",NA
Charles,SCHUMER,NA,812,DOJ_CIV,2020-05-22,CHARLES SCHUMER,"SCHUMER, Charles Ellis (Chuck)",SEPTEMBER 11TH VICTIMS COMPENSATION FUND (VCF),NA,NA,NA
NA,NA,NA,122,DOJ_CIV,2020-05-23,ARLEN SPECTER,,HIPPA ACT PRIVACY/D SABILITY ADVOCATE,"NA","NA",NA
NA,NA,NA,544,DOJ_CIV,2020-05-23,RICHARD LUGAR,,RECA,NA,NA,NA
NA,NA,NA,418,DOJ_CIV,2020-05-25,BILL NELSON,,SUPPORT CFTC SUIT OIL SPECULATORS,NA,NA,NA
Thomas,UDALL,NA,1009,DOJ_CIV,2020-05-25,TOM UDALL,"UDALL, Thomas (Tom)",LTR ON BEHALF OF NEW MEXICO STATE LEGISLATURE SANTE FE NM REQUESTING AN INVESTIGATION REGARDING PROBLEMS RELATED TO THE STATE OF NEW MEXICO S MEDICAID- FUNDED BEHAVIORAL HEALTH SYSTEM.,1,NA,NA
Mike,LEE,NA,1010,DOJ_CIV,2020-05-25,MIKE LEE,"LEE, Mike",REQUESTING DOJ IMMEDIATELY CEASE ITS ONGOING USE OF LAW ENFORCEMENT RESOURCES TO STIFLE PRIVATE DEBATE ON CLIMATE CHANGE.,1,NA,NA
Kevin,McCARTHY,NA,693,DOJ_CIV,2020-05-26,KEVIN MCCARTHY,"MCCARTHY, Kevin",RECA,NA,NA,NA
Sheldon,WHITEHOUSE,NA,1012,DOJ_CIV,2020-05-26,SHELDON WHITEHOUSE,"WHITEHOUSE, Sheldon",LTR URGING THE AG TO VIEW THE REPUBLICAN SENATORS' 5/25/2016 LETTER AS EXHIBIT A AMONG THE REASONS WHY DOJ SHOULD TAKE A FULL AND HONEST LOOK AT POSSIBLE FRAUD IN THE FOSSIL FUEL INDUSTRY S CLIMATE DENIAL OPERATION. REQUESTING AN INVESTIGATION INTO WHETHER WHAT THE FOSSIL FULE INDUSTRY IS UP TO IS CORE POTILICAL SPEECH OR WHETHER IT IS DOWNRIGHT FRAUD. LTR ALSO SIGNED BY MCS WARREN SAUNDERS & MERKLY. SEE WF 303 66 . (NOTE NO RECORD OF LTR DTD 5/26/16 IN ES),1,NA,NA
NA,NA,NA,120,DOJ_CIV,2020-05-27,DANIEL B. MAFFEI,,GRYPHON FINANCIAL/CANCELLATION REQ,5,"NA",NA
NA,NA,NA,121,DOJ_CIV,2020-05-27,LORRAINE C. MILLER,,LOBBYING DISCLOSURE ACT VIOLATIONS,"NA","NA",NA
Peter,VISCLOSKY,NA,355,DOJ_CIV,2020-05-27,PETER VISCLOSKY,"VISCLOSKY, Peter",URGING DOJ TO NVESTIGATE THE MISCONDUCT OF CORINTHIAN COLLEGES INC.,NA,NA,NA
NA,NA,NA,420,DOJ_CIV,2020-05-27,MARK/JOHN PRYOR/BOOZMAN,,CONCERN ATR SUIT V. TYSON/GEORGE S INC,NA,NA,NA
NA,NA,NA,421,DOJ_CIV,2020-05-27,RICK/TIM CRAWFORD/GRIFFIN,,CONCERN ATR SUIT V. TYSON/GEORGE S INC,NA,NA,NA
NA,NA,NA,422,DOJ_CIV,2020-05-27,STEVE/MIKE WOMACK ROSS,,CONCERN ATR SUIT V. TYSON/GEORGE S INC,NA,NA,NA
NA,NA,NA,424,DOJ_CIV,2020-05-27,NICK RAHALL,,RADIATION COMPENSATION,1,NA,NA
Edward,MARKEY,NA,1011,DOJ_CIV,2020-05-27,EDWARD MARKEY,"MARKEY, Edward John",URGING DOJ TO NVESTIGATE ALLEGATIONS THAT THE DRUG MANUFACTURER PURDUE PHARMA L.P. HAS MADE FALSE CLAIMS THAT ITS PRESCRIPTION OPIOID DRUG OXYCONTIN RELIEVES PAIN FOR TWELVE HOURS KNOWING THAT IT WEARS OFF MUCH SOONER IN MANY PATIENTS AND THEREBY EXPOSING THEM TO AN INCREASED RISK OF DEPENDENCY AND ADDICTION. MENTIONS A REPORT BY THE L.A. TIMES REGARDING THIS MATTER. IF WARRANTED REQUESTING THAT DOJ TAKE THE NECESSARY ACTION TO HOLD PURDUE ACCOUNTABLE INCLUDING RECOUPING TAXPAYER DOLLARS THAT FEDERAL HEALTHCARE PROGRAMS MAY HAVE NEEDLESSLY AND UNNECESSARILY SPENT ON OXYCONTIN PRESCRIPTIONS,1,NA,NA
Patrick,McHENRY,NA,1166,DOJ_CIV,2020-05-27,PATRICK MCHENRY,"McHENRY, Patrick T.",REQ DOCS IN RE U.S. V. MCGRAW HILL,5,NA,NA
NA,NA,NA,115,DOJ_CIV,2020-05-28,MICHAEL M. HONDA,,KOREAN IMMIGRANTS/INS FRAUD VICTIMS,"NA","NA",NA
NA,NA,NA,117,DOJ_CIV,2020-05-28,JOHN MCCAIN,,RADIATION COMPENSATION,1,"NA",NA
Charles,GRASSLEY,NA,118,DOJ_CIV,2020-05-28,CHARLES E. GRASSLEY,"GRASSLEY, Charles Ernest",DRA AND UPDATE OF FCA GU DANCE,"NA","NA",NA
Matt,CARTWRIGHT,NA,867,DOJ_CIV,2020-05-28,MATT CARTWRIGHT,"CARTWRIGHT, Matt",RECA,NA,NA,NA
NA,NA,NA,113,DOJ_CIV,2020-05-29,ED PASTOR,,ARIZONA IMM GRATION BILL (SB 1070),"NA","NA",NA
Raul,GRIJALVA,NA,114,DOJ_CIV,2020-05-29,RAUL GRIJALVA,"GRIJALVA, Raúl M.",ARIZONA IMM GRATION BILL (SB 1070),"NA","NA",NA
NA,NA,NA,116,DOJ_CIV,2020-05-29,JEFF BINGAMAN,,ARIZONA IMM GRATION LAW SB 1070,"NA","NA",NA
Robert,CASEY,NA,682,DOJ_CIV,2020-05-29,ROBERT P. CASEY JR.,"CASEY, Robert (Bob), Jr.",RECA,NA,NA,NA
Lindsey,GRAHAM,NA,685,DOJ_CIV,2020-05-29,LINDSEY GRAHAM,"GRAHAM, Lindsey O.",FORECLOSURE THAT MAY HAVE VIOLATED SERVICEMEMBERS CIVIL RELIEF ACT,NA,NA,NA
NA,NA,NA,314,DOJ_CIV,2020-05-30,KAY BAILEY HUTCHISON,,RECA,NA,NA,NA
NA,NA,NA,676,DOJ_CIV,2020-05-30,CANDICE MILLER,,RECA,NA,NA,NA
Benjamin,CARDIN,NA,823,DOJ_CIV,2020-05-30,BENJAMIN CARDIN,"CARDIN, Benjamin Louis",DISCRIMINATION SETTLEMENT WITH WELLS FARGO,NA,NA,NA
Thomas,REED,NA,19,DOJ_CIV,2020-05-31,TOM REED,"REED, Thomas W. II",SENECA NATION INDIANS V NY STATE DISPUTE,NA,NA,NA
Steve,CHABOT,NA,547,DOJ_CIV,2020-05-31,STEVE CHABOT,"CHABOT, Steve",RECA,NA,NA,NA
NA,NA,NA,677,DOJ_CIV,2020-05-31,RODNEY ALEXANDER,,RECA,NA,NA,NA
NA,NA,NA,33,DOJ_CIV,2020-06-01,STEVE ISRAEL,,COMPLAINT AGAINST CAR DEALER,NA,NA,NA
NA,NA,NA,174,DOJ_CIV,2020-06-01,MEL MARTINEZ,,PREVENT/DETECT MEDICARE FRAUD,"NA","NA",NA
Ben,LUJAN,NA,296,DOJ_CIV,2020-06-01,BEN R. LUJAN,"LUJÁN, Ben Ray",RECA,NA,NA,NA
Collin,PETERSON,NA,352,DOJ_CIV,2020-06-01,COLLIN PETERSON,"PETERSON, Collin Clark",LONG PRAIRIE PACKING RE TORT CLAIM FILED 5/21/1 FOR LOSS OF PRODUCT DUE TO INSPECTION ERROR,1,NA,NA
NA,NA,NA,419,DOJ_CIV,2020-06-01,GEORGE MADISON,,REQ POC AT DOJ FOR DEBT COLLECTION,5,NA,NA
NA,NA,NA,426,DOJ_CIV,2020-06-01,MARY BONO MACK,,MED CAL CREDENTIALS OF PROFESSOR,NA,NA,NA
NA,NA,NA,427,DOJ_CIV,2020-06-01,CHARLES W. DENT,,DEFRAUDED/SCAMMED BY COMPANY,NA,NA,NA
NA,NA,NA,549,DOJ_CIV,2020-06-01,L SA MURKOWSKI,,APPROVAL OF REPAYMENT SELEY/PLL AND USDA,NA,NA,NA
Michael,THOMPSON,NA,695,DOJ_CIV,2020-06-01,MIKE THOMPSON,"THOMPSON, Michael",LETTERS OF ROGATORY PRIVATE LAWSUIT FILED IN SPAIN,NA,NA,NA
Richard,BLUMENTHAL,NA,862,DOJ_CIV,2020-06-01,RICHARD BLUMENTHAL,"BLUMENTHAL, Richard",REQ DOJ HELP VA-OIG W/ INVESTIGATION OF VA CONSTRUCTION COST OVERRUNS,5,NA,NA
NA,NA,NA,1014,DOJ_CIV,2020-06-01,PATRICIA M. BRYAN,,"LTR FROM(b) (6) REQUESTING THROUGH THE U.S. ATTORNEY S OFFICE FOR THE SOUTHERN
 DISTRICT OF INDIANA THAT DOJ REPRESENTS FORMER U.S. SENATOR EVAN BAYH NAMED AS
 DEFENDANT IN THE CASE (b) (6) 
 V (b) (6) ET AL. CASE NO. 29C01-1605-PL- 506 (CIR. CT. HAMILTON CITY IND )",1,NA,NA
Emanuel,CLEAVER,NA,1084,DOJ_CIV,2020-06-01,EMANUEL CLEAVER,"CLEAVER, Emanuel, II",TROUBLE WITH COURTS IN INDIA,NA,NA,NA
Kathy,CASTOR,NA,425,DOJ_CIV,2020-06-02,KATHY CASTOR,"CASTOR, Kathy",CHARGES BROUGHT FOR BURN NG OF QURAN?,NA,NA,NA
NA,NA,NA,432,DOJ_CIV,2020-06-02,CAROLYN/JERROLD/PETER MALONEY/NADLER/KING,,THANKS FOR 9/11 ACT CHECK WITH TWL,NA,NA,NA
NA,NA,NA,694,DOJ_CIV,2020-06-02,JOHN MCCAIN,,RECA,NA,NA,NA
Ann,KIRKPATRICK,NA,1013,DOJ_CIV,2020-06-02,ANN KIRKPATRICK,"KIRKPATRICK, Ann",EXPRESSING CONCERNS AND OUTRAGE OVER NEWS REPORTS THAT DOJ IS REFUSING TO DEFEND PORTIONS OF THE VA REFORM LAW AMID A LEGAL CHALLENGE FROM FORMER PHOENIX VA DIRECTOR . WH201252,NA,NA,NA
NA,NA,NA,105,DOJ_CIV,2020-06-03,DARRELL ISSA,,REQUESTS DOJ CONTINUE INV. OF ACORN,1,"NA",NA
NA,NA,NA,423,DOJ_CIV,2020-06-03,DOC/DON HASTINGS/YOUNG,,REQ ADTL INFO - COBELL FEES,5,NA,NA
NA,NA,NA,166,DOJ_CIV,2020-06-05,BARBARA BOXER,,FEDERAL TORT CLAIM RE  TAX REFUND ERROR,1,"NA",NA
